"_id","_labels","date","dob","id","name","shortName","stage","year","_start","_end","_type","minute","minuteOn","penaltyScore","score","type"
"56",":Person","","1988-07-04","251049","Barbara","","","",,,,,,,,
"57",":Person","","1978-04-04","178664","Monica","","","",,,,,,,,
"58",":Person","","1981-03-28","33","Grazielle","","","",,,,,,,,
"59",":Person","","1977-02-18","25","Katia","","","",,,,,,,,
"60",":Person","","1981-02-10","178666","Simone","","","",,,,,,,,
"61",":Person","","1983-04-15","190350","Daiane","","","",,,,,,,,
"62",":Person","","1975-05-19","30","Pretinha","","","",,,,,,,,
"63",":Person","","1984-06-10","201414","Michele","","","",,,,,,,,
"64",":Person","","1982-12-09","265614","Ester","","","",,,,,,,,
"65",":Person","","1987-06-19","225078","Thais","","","",,,,,,,,
"66",":Squad","","","Germany in 2007","","","","",,,,,,,,
"67",":Person","","1967-04-17","254952","Barcellos Jorge","","","",,,,,,,,
"68",":Person","","1978-11-10","92","Nadine Angerer","","","",,,,,,,,
"69",":Person","","1977-09-29","109","Kerstin Stegemann","","","",,,,,,,,
"70",":Person","","1982-09-09","186628","Saskia Bartusiak","","","",,,,,,,,
"71",":Person","","1988-05-12","237702","Babett Peter","","","",,,,,,,,
"72",":Person","","1985-07-01","210586","Annike Krahn","","","",,,,,,,,
"73",":Person","","1983-12-07","186513","Linda Bresonik","","","",,,,,,,,
"74",":Person","","1985-11-18","213589","Melanie Behringer","","","",,,,,,,,
"75",":Person","","1977-07-03","107","Sandra Smisek","","","",,,,,,,,
"76",":Person","","1977-10-25","105","Birgit Prinz","","","",,,,,,,,
"77",":Person","","1975-10-11","100","Renate Lingor","","","",,,,,,,,
"78",":Person","","1985-05-16","190195","Anja Mittag","","","",,,,,,,,
"79",":Person","","1982-06-26","186614","Ursula Holl","","","",,,,,,,,
"80",":Person","","1973-04-07","103","Sandra Minnert","","","",,,,,,,,
"81",":Person","","1986-07-12","213597","Simone Laudehr","","","",,,,,,,,
"82",":Person","","1978-11-05","201268","Sonja Fuss","","","",,,,,,,,
"83",":Person","","1980-04-18","447","Martina Mueller","","","",,,,,,,,
"84",":Person","","1979-07-25","97","Ariane Hingst","","","",,,,,,,,
"85",":Person","","1979-09-04","191373","Kerstin Garefrekes","","","",,,,,,,,
"86",":Person","","1988-04-01","237704","Fatmire Alushi","","","",,,,,,,,
"87",":Person","","1982-11-09","178472","Petra Wimbersky","","","",,,,,,,,
"88",":Person","","1972-01-25","106","Silke Rottenberg","","","",,,,,,,,
"89",":Squad","","","New Zealand in 2007","","","","",,,,,,,,
"90",":Person","","1964-05-02","2150","Neid Silvia","","","",,,,,,,,
"91",":Person","","1973-02-25","269356","Jenny Bindon","","","",,,,,,,,
"92",":Person","","1989-12-07","252519","Ria Percival","","","",,,,,,,,
"93",":Person","","1986-11-15","252509","Hannah Bromley","","","",,,,,,,,
"94",":Person","","1988-02-01","252514","Katie Duncan","","","",,,,,,,,
"95",":Person","","1989-11-20","252501","Abby Erceg","","","",,,,,,,,
"96",":Person","","1981-06-17","199138","Rebecca Smith","","","",,,,,,,,
"97",":Person","","1983-09-16","269355","Zoe Thompson","","","",,,,,,,,
"98",":Person","","1984-02-13","199133","Hayley Moorwood","","","",,,,,,,,
"99",":Person","","1971-07-16","539","Wendi Henderson","","","",,,,,,,,
"100",":Person","","1991-07-01","252503","Annalie Longo","","","",,,,,,,,
"101",":Person","","1977-07-29","269353","Marlies Oostdam","","","",,,,,,,,
"102",":Person","","1979-08-22","269351","Stephanie Puckrin","","","",,,,,,,,
"103",":Person","","1987-10-30","252502","Ali Riley","","","",,,,,,,,
"104",":Person","","1977-06-07","199134","Simone Carmichael","","","",,,,,,,,
"105",":Person","","1975-05-25","199130","Maia Jackman","","","",,,,,,,,
"106",":Person","","1986-06-14","252508","Emma Humphries","","","",,,,,,,,
"107",":Person","","1985-12-18","276031","Rebecca Tegg","","","",,,,,,,,
"108",":Person","","1983-05-19","199128","Priscilla Duncan","","","",,,,,,,,
"109",":Person","","1985-11-01","269354","Emily Mccoll","","","",,,,,,,,
"110",":Person","","1990-11-11","255360","Merissa Smith","","","",,,,,,,,
"111",":Person","","1977-11-30","199140","Rachel Howard","","","",,,,,,,,
"112",":Squad","","","Ghana in 2007","","","","",,,,,,,,
"113",":Person","","1975-07-19","252521","Herdman John","","","",,,,,,,,
"114",":Person","","1975-04-21","121","Gladys Enti","","","",,,,,,,,
"115",":Person","","1979-01-03","197588","Aminatu Ibrahim","","","",,,,,,,,
"116",":Person","","1984-03-24","197589","Mavis Danso","","","",,,,,,,,
"117",":Person","","1989-12-12","265959","Doreen Awuah","","","",,,,,,,,
"118",":Person","","1981-06-09","197590","Patricia Ofori","","","",,,,,,,,
"119",":Person","","1984-11-12","197591","Florence Okoe","","","",,,,,,,,
"120",":Person","","1986-05-05","277233","Safia Abdul","","","",,,,,,,,
"121",":Person","","1979-02-14","126","Sheila Okai","","","",,,,,,,,
"122",":Person","","1985-07-27","277231","Anita Amenuku","","","",,,,,,,,
"123",":Person","","1979-05-17","118","Adjoa Bayor","","","",,,,,,,,
"124",":Person","","1981-05-11","201331","Gloria Foriwa","","","",,,,,,,,
"125",":Person","","1985-09-30","265965","Olivia Amoako","","","",,,,,,,,
"126",":Person","","1982-07-01","197595","Yaa Avoe","","","",,,,,,,,
"127",":Person","","1984-06-04","265967","Rumanatu Tahiru","","","",,,,,,,,
"128",":Person","","1973-12-01","115","Lydia Ankrah","","","",,,,,,,,
"129",":Person","","1977-11-04","130","Memunatu Sulemana","","","",,,,,,,,
"130",":Person","","1982-08-01","197596","Hamdya Abass","","","",,,,,,,,
"131",":Person","","1989-09-02","265973","Anita Amankwa","","","",,,,,,,,
"132",":Person","","1979-06-04","197594","Fati Mohammed","","","",,,,,,,,
"133",":Person","","1982-11-03","201332","Belinda Kanda","","","",,,,,,,,
"134",":Person","","1979-04-17","197593","Memuna Darku","","","",,,,,,,,
"135",":Squad","","","China PR in 2007","","","","",,,,,,,,
"136",":Person","","1953-05-23","55811","Paha Isaac","","","",,,,,,,,
"137",":Person","","1987-01-10","214866","Zhang Yanru","","","",,,,,,,,
"138",":Person","","1988-06-15","219260","Weng Xinzhi","","","",,,,,,,,
"139",":Person","","1979-07-08","199061","Li Jie","","","",,,,,,,,
"140",":Person","","1985-10-20","219857","Wang Kun","","","",,,,,,,,
"141",":Person","","1981-07-21","268721","Song Xiaoli","","","",,,,,,,,
"142",":Person","","1976-02-17","199062","Xie Caixia","","","",,,,,,,,
"143",":Person","","1984-02-17","199065","Bi Yan","","","",,,,,,,,
"144",":Person","","1977-07-18","379","Pan Lina","","","",,,,,,,,
"145",":Person","","1983-06-15","199071","Han Duan","","","",,,,,,,,
"146",":Person","","1988-06-05","222848","Ma Xiaoxu","","","",,,,,,,,
"147",":Person","","1980-08-20","63","Pu Wei","","","",,,,,,,,
"148",":Person","","1982-05-18","380","Qu Feifei","","","",,,,,,,,
"149",":Person","","1988-12-06","268185","Li Dongna","","","",,,,,,,,
"150",":Person","","1975-11-02","70","Zhang Ouying","","","",,,,,,,,
"151",":Person","","1986-10-20","251990","Zhou Gaoping","","","",,,,,,,,
"152",":Person","","1980-02-09","199067","Liu Yali","","","",,,,,,,,
"153",":Person","","1987-07-11","219240","Liu Sa","","","",,,,,,,,
"154",":Person","","1976-08-23","58","Han Wenxia","","","",,,,,,,,
"155",":Person","","1985-06-27","210543","Zhang Ying","","","",,,,,,,,
"156",":Person","","1984-04-03","236945","Zhang Tong","","","",,,,,,,,
"157",":Person","","1986-05-28","251986","Xu Meishuang","","","",,,,,,,,
"158",":Squad","","","Japan in 2007","","","","",,,,,,,,
"159",":Person","","1960-05-17","178691","Domanski Lyfors Marika","","","",,,,,,,,
"160",":Person","","1983-10-02","190320","Miho Fukumoto","","","",,,,,,,,
"161",":Person","","1975-12-22","158","Hiromi Isozaki","","","",,,,,,,,
"162",":Person","","1984-05-02","190316","Yukari Kinga","","","",,,,,,,,
"163",":Person","","1984-06-03","200555","Kyoko Yano","","","",,,,,,,,
"164",":Person","","1981-04-11","173","Miyuki Yanagita","","","",,,,,,,,
"165",":Person","","1979-02-21","156","Ayumi Hara","","","",,,,,,,,
"166",":Person","","1978-12-31","160","Tomomi Miyamoto","","","",,,,,,,,
"167",":Person","","1978-05-27","168","Tomoe Sakai","","","",,,,,,,,
"168",":Person","","1979-10-30","200551","Eriko Arakawa","","","",,,,,,,,
"169",":Person","","1978-09-06","169","Homare Sawa","","","",,,,,,,,
"170",":Person","","1979-05-05","200552","Mio Otani","","","",,,,,,,,
"171",":Person","","1975-01-16","172","Nozomi Yamago","","","",,,,,,,,
"172",":Person","","1982-07-09","155","Kozue Ando","","","",,,,,,,,
"173",":Person","","1986-09-15","268022","Nayuha Toyoda","","","",,,,,,,,
"174",":Person","","1986-10-14","262377","Azusa Iwashimizu","","","",,,,,,,,
"175",":Person","","1985-01-28","190327","Aya Miyama","","","",,,,,,,,
"176",":Person","","1987-07-15","213055","Yuki Ogimi","","","",,,,,,,,
"177",":Person","","1984-01-23","190317","Shinobu Ohno","","","",,,,,,,,
"178",":Person","","1987-10-15","262379","Mizuho Sakaguchi","","","",,,,,,,,
"179",":Person","","1988-12-05","268021","Rumi Utsugi","","","",,,,,,,,
"180",":Person","","1985-04-22","277111","Misaki Amano","","","",,,,,,,,
"181",":Squad","","","Sweden in 2007","","","","",,,,,,,,
"182",":Person","","1959-10-27","277157","Ohashi Hiroshi","","","",,,,,,,,
"183",":Person","","1983-04-29","191872","Hedvig Lindahl","","","",,,,,,,,
"184",":Person","","1978-05-16","280","Karolina Westberg","","","",,,,,,,,
"185",":Person","","1982-06-17","199930","Stina Segerstrom","","","",,,,,,,,
"186",":Person","","1977-11-26","271","Hanna Marklund","","","",,,,,,,,
"187",":Person","","1985-03-19","265238","Caroline Seger","","","",,,,,,,,
"188",":Person","","1979-04-26","192719","Sara Thunebro","","","",,,,,,,,
"189",":Person","","1979-05-13","201322","Sara Larsson","","","",,,,,,,,
"190",":Person","","1984-02-27","215433","Lotta Schelin","","","",,,,,,,,
"191",":Person","","1979-03-03","270","Therese Lundin","","","",,,,,,,,
"192",":Person","","1979-01-08","268","Hanna Ljungberg","","","",,,,,,,,
"193",":Person","","1977-05-18","277","Victoria Svensson","","","",,,,,,,,
"194",":Person","","1982-09-20","191873","Sofia Lundgren","","","",,,,,,,,
"195",":Person","","1977-12-10","186524","Frida Ostberg","","","",,,,,,,,
"196",":Person","","1980-01-23","201323","Sara Johansson","","","",,,,,,,,
"197",":Person","","1977-04-08","178498","Therese Sjogran","","","",,,,,,,,
"198",":Person","","1984-02-29","265236","Anna Paulson","","","",,,,,,,,
"199",":Person","","1985-09-15","276953","Madelaine Edlund","","","",,,,,,,,
"200",":Person","","1984-08-02","265233","Nilla Fischer","","","",,,,,,,,
"201",":Person","","1980-12-02","276941","Charlotte Rohlin","","","",,,,,,,,
"202",":Person","","1985-06-19","276950","Linda Forsberg","","","",,,,,,,,
"203",":Person","","1982-03-29","276925","Kristin Hammarstrom","","","",,,,,,,,
"204",":Squad","","","Norway in 2007","","","","",,,,,,,,
"205",":Person","","1959-08-13","236884","Dennerby Thomas","","","",,,,,,,,
"206",":Person","","1974-07-23","214","Bente Nordby","","","",,,,,,,,
"207",":Person","","1980-06-02","186601","Ane Stangeland Horpestad","","","",,,,,,,,
"208",":Person","","1981-11-03","191651","Gunhild Folstad","","","",,,,,,,,
"209",":Person","","1981-08-03","199080","Ingvild Stensland","","","",,,,,,,,
"210",":Person","","1978-08-04","199632","Siri Nordby","","","",,,,,,,,
"211",":Person","","1979-08-31","264698","Camilla Huse","","","",,,,,,,,
"212",":Person","","1982-06-14","186602","Trine Ronning","","","",,,,,,,,
"213",":Person","","1981-01-12","206","Solveig Gulbrandsen","","","",,,,,,,,
"214",":Person","","1988-06-23","264695","Isabell Herlovsen","","","",,,,,,,,
"215",":Person","","1985-02-07","264700","Melissa Wiik","","","",,,,,,,,
"216",":Person","","1981-03-21","197512","Leni Larsen Kaurin","","","",,,,,,,,
"217",":Person","","1987-06-12","275234","Erika Skarbo","","","",,,,,,,,
"218",":Person","","1982-04-30","199084","Christine Nilsen","","","",,,,,,,,
"219",":Person","","1985-01-10","267199","Guro Knutsen Mienna","","","",,,,,,,,
"220",":Person","","1987-09-14","264693","Madeleine Giske","","","",,,,,,,,
"221",":Person","","1977-02-22","205","Ragnhild Gulbrandsen","","","",,,,,,,,
"222",":Person","","1987-02-20","275210","Lene Mykjaland","","","",,,,,,,,
"223",":Person","","1982-08-31","200048","Marie Knutsen","","","",,,,,,,,
"224",":Person","","1980-12-11","199083","Marit Fiane Christensen","","","",,,,,,,,
"225",":Person","","1981-04-19","191654","Lise Klaveness","","","",,,,,,,,
"226",":Person","","1981-06-20","264704","Lene Storlokken","","","",,,,,,,,
"227",":Squad","","","Argentina in 2007","","","","",,,,,,,,
"228",":Person","","1956-12-21","46527","Berntsen Bjarne","","","",,,,,,,,
"229",":Person","","1980-06-26","199310","Romina Ferro","","","",,,,,,,,
"230",":Person","","1987-09-02","201365","Eva Gonzalez","","","",,,,,,,,
"231",":Person","","1984-03-26","199334","Valeria Cotelo","","","",,,,,,,,
"232",":Person","","1989-04-09","251033","Gabriela Chavez","","","",,,,,,,,
"233",":Person","","1985-11-07","265623","Carmen Brusca","","","",,,,,,,,
"234",":Person","","1979-05-22","201366","Sabrina Barbitta","","","",,,,,,,,
"235",":Person","","1987-07-06","251032","Ludmila Manicler","","","",,,,,,,,
"236",":Person","","1984-12-22","199312","Clarisa Huber","","","",,,,,,,,
"237",":Person","","1982-10-20","199320","Natalia Gatti","","","",,,,,,,,
"238",":Person","","1988-02-04","254650","Emilia Mendieta","","","",,,,,,,,
"239",":Person","","1980-07-13","199322","Rosana Gomez","","","",,,,,,,,
"240",":Person","","1983-08-14","199325","Vanina Correa","","","",,,,,,,,
"241",":Person","","1986-08-26","251030","Maria Quinones","","","",,,,,,,,
"242",":Person","","1989-02-16","251029","Catalina Perez","","","",,,,,,,,
"243",":Person","","1988-02-10","251028","Florencia Mandrile","","","",,,,,,,,
"244",":Person","","1985-01-17","265624","Andrea Ojeda","","","",,,,,,,,
"245",":Person","","1985-07-30","199327","Fabiana Vallejos","","","",,,,,,,,
"246",":Person","","1988-12-12","251043","Maria Potassa","","","",,,,,,,,
"247",":Person","","1985-08-19","199329","Analia Almeida","","","",,,,,,,,
"248",":Person","","1987-05-07","251036","Mercedes Pereyra","","","",,,,,,,,
"249",":Person","","1987-01-06","251037","Elisabeth Minnig","","","",,,,,,,,
"250",":Squad","","","Australia in 2007","","","","",,,,,,,,
"251",":Person","","1955-09-12","201369","Borrello Jose Carlos","","","",,,,,,,,
"252",":Person","","1980-01-20","191926","Melissa Barbieri","","","",,,,,,,,
"253",":Person","","1983-04-13","178568","Kate Mc Shea","","","",,,,,,,,
"254",":Person","","1981-10-31","6","Alicia Ferguson","","","",,,,,,,,
"255",":Person","","1979-05-12","1","Dianne Alagich","","","",,,,,,,,
"256",":Person","","1974-03-08","191929","Cheryl Salisbury","","","",,,,,,,,
"257",":Person","","1981-01-05","191928","Rhian Davies","","","",,,,,,,,
"258",":Person","","1982-12-21","178569","Heather Garriock","","","",,,,,,,,
"259",":Person","","1983-10-04","201267","Caitlin Munoz","","","",,,,,,,,
"260",":Person","","1983-01-11","210474","Sarah Walsh","","","",,,,,,,,
"261",":Person","","1979-03-11","191933","Joanne Peters","","","",,,,,,,,
"262",":Person","","1984-11-14","190165","Lisa De Vanna","","","",,,,,,,,
"263",":Person","","1984-12-10","190166","Kate Gill","","","",,,,,,,,
"264",":Person","","1983-02-02","190176","Thea Slatyer","","","",,,,,,,,
"265",":Person","","1986-03-26","190171","Collette Mccallum","","","",,,,,,,,
"266",":Person","","1987-10-20","212583","Sally Shipard","","","",,,,,,,,
"267",":Person","","1985-10-25","212572","Lauren Colthorpe","","","",,,,,,,,
"268",":Person","","1979-02-07","330","Danielle Small","","","",,,,,,,,
"269",":Person","","1988-05-13","225531","Lydia Williams","","","",,,,,,,,
"270",":Person","","1989-02-01","251935","Clare Polkinghorne","","","",,,,,,,,
"271",":Person","","1979-09-23","210471","Joanne Burgess","","","",,,,,,,,
"272",":Person","","1982-01-11","277333","Emma Wirkus","","","",,,,,,,,
"273",":Squad","","","Canada in 2007","","","","",,,,,,,,
"274",":Person","","1954-07-01","183985","Sermanni Tom","","","",,,,,,,,
"275",":Person","","1980-03-30","297","Karina Leblanc","","","",,,,,,,,
"276",":Person","","1981-02-13","191918","Kristina Kiss","","","",,,,,,,,
"277",":Person","","1984-08-24","190114","Melanie Booth","","","",,,,,,,,
"278",":Person","","1985-10-31","190122","Robyn Gayle","","","",,,,,,,,
"279",":Person","","1971-10-26","50","Andrea Neil","","","",,,,,,,,
"280",":Person","","1985-08-26","199944","Tanya Dennis","","","",,,,,,,,
"281",":Person","","1982-05-12","199654","Rhian Wilkinson","","","",,,,,,,,
"282",":Person","","1984-04-06","190485","Diana Matheson","","","",,,,,,,,
"283",":Person","","1983-04-02","190116","Candace Chapman","","","",,,,,,,,
"284",":Person","","1976-01-13","256000","Martina Franko","","","",,,,,,,,
"285",":Person","","1979-11-14","191915","Randee Hermus","","","",,,,,,,,
"286",":Person","","1983-06-12","190146","Christine Sinclair","","","",,,,,,,,
"287",":Person","","1977-09-13","318","Amy Walsh","","","",,,,,,,,
"288",":Person","","1981-12-27","210493","Melissa Tancredi","","","",,,,,,,,
"289",":Person","","1986-10-22","190131","Kara Lang","","","",,,,,,,,
"290",":Person","","1985-01-14","200052","Katie Thorlakson","","","",,,,,,,,
"291",":Person","","1985-09-05","190151","Brittany Baxter","","","",,,,,,,,
"292",":Person","","1983-02-26","190135","Erin Mcleod","","","",,,,,,,,
"293",":Person","","1988-06-28","224525","Sophie Schmidt","","","",,,,,,,,
"294",":Person","","1981-02-04","199539","Taryn Swiatek","","","",,,,,,,,
"295",":Person","","1989-04-17","213581","Jodi-Ann Robinson","","","",,,,,,,,
"296",":Squad","","","Korea DPR in 2007","","","","",,,,,,,,
"297",":Person","","1953-07-15","183097","Pellerud Even","","","",,,,,,,,
"298",":Person","","1985-08-02","261985","Phi Un Hui","","","",,,,,,,,
"299",":Person","","1986-03-28","252009","Kim Kyong Hwa","","","",,,,,,,,
"300",":Person","","1985-10-10","261987","Om Jong Ran","","","",,,,,,,,
"301",":Person","","1992-01-28","277698","Yun Song Mi","","","",,,,,,,,
"302",":Person","","1981-03-11","200368","Song Jong Sun","","","",,,,,,,,
"303",":Person","","1987-07-02","252002","Kim Ok Sim","","","",,,,,,,,
"304",":Person","","1980-03-05","200366","Ho Sun Hui","","","",,,,,,,,
"305",":Person","","1986-03-07","252004","Kil Son Hui","","","",,,,,,,,
"306",":Person","","1986-01-01","200372","Ri Un Suk","","","",,,,,,,,
"307",":Person","","1978-08-16","237","Ri Kum Suk","","","",,,,,,,,
"308",":Person","","1992-01-19","277699","Ho Un Byol","","","",,,,,,,,
"309",":Person","","1980-11-19","200370","Ri Un Gyong","","","",,,,,,,,
"310",":Person","","1982-09-17","277701","Jang Yong Ok","","","",,,,,,,,
"311",":Person","","1983-09-28","261990","Sonu Kyong Sun","","","",,,,,,,,
"312",":Person","","1983-07-19","262009","Kong Hye Ok","","","",,,,,,,,
"313",":Person","","1983-03-07","262004","Kim Yong Ae","","","",,,,,,,,
"314",":Person","","1992-09-09","277703","Yun Hyon Hi","","","",,,,,,,,
"315",":Person","","1985-07-31","262015","Jong Pok Sim","","","",,,,,,,,
"316",":Person","","1986-07-10","252005","Hong Myong Gum","","","",,,,,,,,
"317",":Person","","1986-08-07","254793","Jon Myong Hui","","","",,,,,,,,
"318",":Squad","","","Denmark in 2007","","","","",,,,,,,,
"319",":Person","","1962-08-16","239816","Kim Kwang Min","","","",,,,,,,,
"320",":Person","","1983-06-09","186526","Heidi Johansen","","","",,,,,,,,
"321",":Person","","1981-10-15","197390","Mia Olsen","","","",,,,,,,,
"322",":Person","","1977-04-13","412","Katrine Pedersen","","","",,,,,,,,
"323",":Person","","1977-04-28","186527","Gitte Andersen","","","",,,,,,,,
"324",":Person","","1981-03-31","236842","Bettina Falk","","","",,,,,,,,
"325",":Person","","1975-05-04","400","Louise Hansen","","","",,,,,,,,
"326",":Person","","1978-06-14","186529","Cathrine Paaske Sorensen","","","",,,,,,,,
"327",":Person","","1982-01-09","186595","Julie Rydahl Bukh","","","",,,,,,,,
"328",":Person","","1978-02-20","263525","Maiken Pape","","","",,,,,,,,
"329",":Person","","1975-11-06","409","Anne Dot Eggers Nielsen","","","",,,,,,,,
"330",":Person","","1973-06-30","85","Merete Pedersen","","","",,,,,,,,
"331",":Person","","1979-10-15","236846","Stine Dimun","","","",,,,,,,,
"332",":Person","","1983-07-02","186657","Johanna Rasmussen","","","",,,,,,,,
"333",":Person","","1978-07-03","236844","Dorte Dalum","","","",,,,,,,,
"334",":Person","","1984-11-16","190279","Mariann Gajhede","","","",,,,,,,,
"335",":Person","","1979-03-21","186597","Tine Cederkvist","","","",,,,,,,,
"336",":Person","","1978-03-12","186600","Janne Madsen","","","",,,,,,,,
"337",":Person","","1985-07-02","263521","Christina Orntoft","","","",,,,,,,,
"338",":Person","","1988-01-31","263529","Line Roddik","","","",,,,,,,,
"339",":Person","","1986-02-14","236849","Camilla Sand","","","",,,,,,,,
"340",":Person","","1984-11-08","190274","Susanne Graversen","","","",,,,,,,,
"341",":Person","","1971-01-17","254661","Heiner-Moller Kenneth","","","",,,,,,,,
"342",":Squad","","","England in 2007","","","","",,,,,,,,
"343",":Person","","","273848","Nielsen Per","","","",,,,,,,,
"344",":Person","","1980-07-02","191176","Rachel Brown","","","",,,,,,,,
"345",":Person","","1984-10-14","190591","Alex Scott","","","",,,,,,,,
"346",":Person","","1982-05-13","190218","Casey Stoney","","","",,,,,,,,
"347",":Person","","1982-06-15","190222","Katie Chapman","","","",,,,,,,,
"348",":Person","","1978-02-02","191194","Faye White","","","",,,,,,,,
"349",":Person","","1977-03-14","181268","Mary Phillip","","","",,,,,,,,
"350",":Person","","1987-08-01","236883","Karen Carney","","","",,,,,,,,
"351",":Person","","1984-01-25","191966","Fara Williams","","","",,,,,,,,
"352",":Person","","1987-02-21","236880","Eniola Aluko","","","",,,,,,,,
"353",":Person","","1978-10-29","191191","Kelly Smith","","","",,,,,,,,
"354",":Person","","1979-11-01","191195","Rachel Yankey","","","",,,,,,,,
"355",":Person","","1985-04-27","190601","Anita Asante","","","",,,,,,,,
"356",":Person","","1983-08-15","190213","Siobhan Chamberlain","","","",,,,,,,,
"357",":Person","","1982-06-05","190216","Rachel Unitt","","","",,,,,,,,
"358",":Person","","1979-11-24","191192","Sue Smith","","","",,,,,,,,
"359",":Person","","1987-02-02","263536","Jill Scott","","","",,,,,,,,
"360",":Person","","1979-03-12","191182","Jodie Handley","","","",,,,,,,,
"361",":Person","","1988-02-03","263534","Lianne Sanderson","","","",,,,,,,,
"362",":Person","","1975-10-22","191179","Vicky Exley","","","",,,,,,,,
"363",":Person","","1980-05-08","236882","Lindsay Johnson","","","",,,,,,,,
"364",":Person","","1987-07-07","267311","Carly Telford","","","",,,,,,,,
"365",":Squad","","","Nigeria in 2007","","","","",,,,,,,,
"366",":Person","","1966-12-08","426","Powell Hope","","","",,,,,,,,
"367",":Person","","1980-01-18","178889","Precious Dede","","","",,,,,,,,
"368",":Person","","1984-01-25","197517","Efioanwan Ekpo","","","",,,,,,,,
"369",":Person","","1985-03-06","190129","Ayisat Yusuf","","","",,,,,,,,
"370",":Person","","1976-01-03","178893","Perpetua Nkwocha","","","",,,,,,,,
"371",":Person","","1983-05-08","190157","Onome Ebi","","","",,,,,,,,
"372",":Person","","1984-07-15","214937","Gift Otuwe","","","",,,,,,,,
"373",":Person","","1978-04-16","191","Stella Mbachu","","","",,,,,,,,
"374",":Person","","1983-05-17","178894","Ifeanyi Chiejine","","","",,,,,,,,
"375",":Person","","1988-09-14","255714","Ogonna Chukwudi","","","",,,,,,,,
"376",":Person","","1988-03-06","224786","Rita Chikwelu","","","",,,,,,,,
"377",":Person","","1986-05-01","277820","Chi-Chi Igbo","","","",,,,,,,,
